"Subject","Language","Type","Item","Trial","Score","RT"
20,"L1","visuell","audio/n10.wav",15,0,2.111680121
20,"L1","visuell","audio/n13.wav",16,1,1.140625382
20,"L1","visuell","audio/n16.wav",17,1,1.461352702
20,"L1","visuell","audio/n11.wav",18,0,2.89792662
20,"L1","kontroll","audio/n18.wav",19,1,0.725336876
20,"L1","visuospatial","audio/n3.wav",20,1,3.817550377
20,"L1","kontroll","audio/n6.wav",21,1,0.559370027
20,"L1","visuell","audio/n9.wav",22,1,2.99850062
20,"L1","visuospatial","audio/n21.wav",23,1,0.927396214
20,"L1","visuell","audio/n15.wav",24,1,0.39165917
20,"L2","visuospatial","audio/r18.wav",1,1,1.89465856
20,"L2","visuell","audio/r8.wav",2,1,1.194748244
20,"L2","visuospatial","audio/r20.wav",3,1,1.075948785
20,"L2","visuospatial","audio/r23.wav",4,1,1.828202101
20,"L2","visuospatial","audio/r19.wav",5,1,0.642191021
20,"L2","visuospatial","audio/r21.wav",6,1,1.508069426
20,"L2","visuell","audio/r3.wav",7,1,3.781768338
20,"L2","kontroll","audio/r9.wav",8,1,1.394742648
20,"L2","kontroll","audio/r11.wav",9,1,0.792420786
20,"L2","kontroll","audio/r14.wav",10,1,0.342497413
20,"L2","kontroll","audio/r16.wav",11,1,1.678345379
20,"L2","kontroll","audio/r13.wav",12,1,1.194196016
20,"L2","kontroll","audio/r10.wav",13,0,-0.091985369
20,"L2","visuell","audio/r7.wav",14,1,3.145270632
20,"L2","kontroll","audio/r12.wav",15,1,0.441309159
20,"L2","visuell","audio/r2.wav",16,1,0.740070958
20,"L2","visuell","audio/r6.wav",17,1,2.546814354
20,"L2","kontroll","audio/r15.wav",18,1,0.825448044
20,"L2","visuell","audio/r1.wav",19,1,0.575864941
20,"L2","visuell","audio/r5.wav",20,0,3.164057538
20,"L2","visuospatial","audio/r24.wav",21,1,2.783030465
20,"L2","visuospatial","audio/r22.wav",22,1,1.87771244
20,"L2","visuell","audio/r4.wav",23,1,0.726272267
20,"L2","visuospatial","audio/r17.wav",24,1,2.378891769
21,"L1","kontroll","audio/n8.wav",1,1,1.945017347
21,"L1","kontroll","audio/n6.wav",2,1,3.366282578
21,"L1","visuospatial","audio/n3.wav",3,1,1.943961125
21,"L1","kontroll","audio/n7.wav",4,1,2.981451981
21,"L1","kontroll","audio/n18.wav",5,1,0.860661835
21,"L1","visuospatial","audio/n4.wav",6,1,2.309953808
21,"L1","visuell","audio/n14.wav",7,1,1.060700529
21,"L1","visuospatial","audio/n23.wav",8,1,3.683635551
21,"L1","visuell","audio/n13.wav",9,1,2.12842746
21,"L1","visuell","audio/n9.wav",10,1,3.215804482
21,"L1","visuospatial","audio/n1.wav",11,1,0.893447202
21,"L1","visuell","audio/n12.wav",12,1,1.561059139
21,"L1","visuell","audio/n10.wav",13,1,5.920623255
21,"L1","visuell","audio/n11.wav",14,1,4.013095888
21,"L1","visuell","audio/n15.wav",15,1,2.028838872
21,"L1","visuospatial","audio/n2.wav",16,1,3.631824576
21,"L1","visuospatial","audio/n22.wav",17,1,3.031198894
21,"L1","kontroll","audio/n19.wav",18,1,2.362811553
21,"L1","kontroll","audio/n20.wav",19,1,3.698279931
21,"L1","kontroll","audio/n5.wav",20,1,1.076172629
21,"L1","visuell","audio/n16.wav",21,1,1.995521683
21,"L1","kontroll","audio/n17.wav",22,1,1.860561304
21,"L1","visuospatial","audio/n24.wav",23,1,1.47798011
21,"L1","visuospatial","audio/n21.wav",24,1,5.653134673
21,"L2","visuell","audio/r6.wav",1,1,8.893176607
21,"L2","visuell","audio/r4.wav",2,1,1.426899414
21,"L2","visuospatial","audio/r22.wav",3,1,5.268435861
21,"L2","visuell","audio/r2.wav",4,1,2.99687837
21,"L2","visuospatial","audio/r24.wav",5,1,7.089507188
21,"L2","visuospatial","audio/r18.wav",6,1,2.663210774
21,"L2","visuospatial","audio/r17.wav",7,0,8.5094255
21,"L2","kontroll","audio/r16.wav",8,1,1.210436269
21,"L2","kontroll","audio/r14.wav",9,0,2.678801437
21,"L2","kontroll","audio/r9.wav",10,1,2.328316357
21,"L2","visuell","audio/r7.wav",11,0,1.042332474
21,"L2","visuospatial","audio/r19.wav",12,1,2.180425231
21,"L2","kontroll","audio/r10.wav",13,0,2.529141179
21,"L2","visuospatial","audio/r21.wav",14,1,3.013580896
21,"L2","kontroll","audio/r11.wav",15,1,3.08080021
21,"L2","kontroll","audio/r15.wav",16,1,0.758984192
21,"L2","visuospatial","audio/r20.wav",17,0,6.340415093
21,"L2","visuell","audio/r3.wav",18,1,4.550163993
21,"L2","kontroll","audio/r12.wav",19,1,0.910911332
21,"L2","kontroll","audio/r13.wav",20,1,2.045906623
21,"L2","visuospatial","audio/r23.wav",21,1,1.311187635
21,"L2","visuell","audio/r5.wav",22,1,0.959488097
21,"L2","visuell","audio/r1.wav",23,1,0.942205693
21,"L2","visuell","audio/r8.wav",24,1,0.72618007
22,"L1","kontroll","audio/n8.wav",1,1,2.613440605
22,"L1","visuell","audio/n16.wav",2,0,1.410257591
22,"L1","kontroll","audio/n20.wav",3,1,3.298121515
22,"L1","visuospatial","audio/n1.wav",4,1,2.580092051
22,"L1","visuospatial","audio/n24.wav",5,1,6.321488495
22,"L1","kontroll","audio/n19.wav",6,0,6.638786848
22,"L1","visuell","audio/n15.wav",7,1,8.376704185
22,"L1","visuospatial","audio/n4.wav",8,1,7.122524098
22,"L1","visuell","audio/n10.wav",9,1,9.777526603
22,"L1","visuell","audio/n11.wav",10,0,9.828833921
22,"L1","visuospatial","audio/n3.wav",11,1,1.226994094
22,"L1","kontroll","audio/n17.wav",12,1,1.677816457
22,"L1","visuell","audio/n9.wav",13,1,8.95763605
22,"L1","visuospatial","audio/n2.wav",14,0,4.851838499
22,"L1","kontroll","audio/n5.wav",15,0,9.010723087
22,"L1","kontroll","audio/n7.wav",16,1,9.077403268
22,"L1","visuospatial","audio/n21.wav",17,1,8.209756384
22,"L1","kontroll","audio/n6.wav",18,0,2.362481344
22,"L1","visuell","audio/n13.wav",19,0,5.386530241
22,"L1","visuell","audio/n14.wav",20,0,4.166416393
22,"L1","visuospatial","audio/n23.wav",21,1,3.632724454
22,"L1","kontroll","audio/n18.wav",22,1,4.131991039
22,"L1","visuospatial","audio/n22.wav",23,0,5.385430033
22,"L1","visuell","audio/n12.wav",24,0,7.991565156
22,"L2","visuospatial","audio/r19.wav",1,1,1.828164707
22,"L2","visuospatial","audio/r17.wav",2,0,0.592986184
22,"L2","visuospatial","audio/r23.wav",3,0,1.257919756
22,"L2","visuospatial","audio/r18.wav",4,1,1.727046882
22,"L2","kontroll","audio/r11.wav",5,1,4.399889724
22,"L2","kontroll","audio/r12.wav",6,1,1.794320645
22,"L2","visuell","audio/r7.wav",7,1,3.097700426
22,"L2","kontroll","audio/r16.wav",8,0,3.699109734
22,"L2","kontroll","audio/r15.wav",9,1,1.644881168
22,"L2","visuell","audio/r2.wav",10,1,3.16100123
22,"L2","kontroll","audio/r14.wav",11,1,8.609334095
22,"L2","visuospatial","audio/r22.wav",12,1,5.569934829
22,"L2","visuell","audio/r8.wav",13,0,8.040751272
22,"L2","visuell","audio/r3.wav",14,1,4.366232874
22,"L2","visuospatial","audio/r24.wav",15,1,2.128668827
22,"L2","kontroll","audio/r9.wav",16,1,2.579691236
22,"L2","visuell","audio/r1.wav",17,1,5.602450402
22,"L2","kontroll","audio/r13.wav",18,1,7.741003084
22,"L2","visuell","audio/r6.wav",19,1,2.263735908
22,"L2","visuospatial","audio/r21.wav",20,1,1.493080869
22,"L2","kontroll","audio/r10.wav",21,0,3.030154358
22,"L2","visuospatial","audio/r20.wav",22,1,1.660539161
22,"L2","visuell","audio/r5.wav",23,1,5.903211759
22,"L2","visuell","audio/r4.wav",24,1,7.873919354
23,"L1","kontroll","audio/n20.wav",1,0,1.828718317
23,"L1","visuospatial","audio/n4.wav",2,1,1.694474105
23,"L1","visuell","audio/n9.wav",3,1,1.461447055
23,"L1","kontroll","audio/n18.wav",4,1,0.659502316
23,"L1","visuospatial","audio/n22.wav",5,1,2.713172398
23,"L1","visuell","audio/n12.wav",6,0,1.52632415
23,"L1","visuospatial","audio/n21.wav",7,0,1.610581457
23,"L1","visuospatial","audio/n24.wav",8,0,1.895753437
23,"L1","visuospatial","audio/n3.wav",9,0,2.630290026
23,"L1","visuell","audio/n16.wav",10,1,2.061254292
23,"L1","visuell","audio/n14.wav",11,0,1.394139526
23,"L1","kontroll","audio/n19.wav",12,1,1.745486052
23,"L1","visuospatial","audio/n2.wav",13,0,2.731579229
23,"L1","visuospatial","audio/n23.wav",14,0,1.562249373
23,"L1","kontroll","audio/n8.wav",15,1,8.324619162
23,"L1","kontroll","audio/n7.wav",16,0,3.816230905
23,"L1","visuospatial","audio/n1.wav",17,0,1.577560583
23,"L1","visuell","audio/n11.wav",18,1,7.156343962
23,"L1","visuell","audio/n10.wav",19,1,0.925689567
23,"L1","kontroll","audio/n17.wav",20,1,4.817471569
23,"L1","kontroll","audio/n5.wav",21,0,2.49574202
23,"L1","visuell","audio/n13.wav",22,1,1.54352201
23,"L1","visuell","audio/n15.wav",23,0,1.476880159
23,"L1","kontroll","audio/n6.wav",24,1,1.510481943
23,"L2","kontroll","audio/r14.wav",1,0,5.568730054
23,"L2","visuell","audio/r3.wav",2,1,1.426451463
23,"L2","visuospatial","audio/r19.wav",3,0,2.646489398
23,"L2","visuospatial","audio/r23.wav",4,1,3.816184462
23,"L2","kontroll","audio/r11.wav",5,1,3.914946206
23,"L2","visuell","audio/r8.wav",6,1,4.082919223
23,"L2","visuospatial","audio/r22.wav",7,1,2.730712564
23,"L2","visuell","audio/r7.wav",8,0,3.733513673
23,"L2","visuospatial","audio/r18.wav",9,0,3.866492135
23,"L2","visuospatial","audio/r17.wav",10,0,5.401364744
23,"L2","kontroll","audio/r15.wav",11,0,1.227184035
23,"L2","visuell","audio/r2.wav",12,1,2.027632884
23,"L2","kontroll","audio/r13.wav",13,1,1.076523829
23,"L2","visuospatial","audio/r21.wav",14,1,6.437931984
23,"L2","kontroll","audio/r12.wav",15,1,3.397724993
23,"L2","visuell","audio/r4.wav",16,0,4.802042123
23,"L2","visuospatial","audio/r24.wav",17,1,1.546071481
23,"L2","kontroll","audio/r10.wav",18,1,1.261255853
23,"L2","visuospatial","audio/r20.wav",19,0,0.624607352
23,"L2","kontroll","audio/r16.wav",20,1,0.791587397
23,"L2","visuell","audio/r5.wav",21,1,1.19371074
23,"L2","visuell","audio/r6.wav",22,1,1.507925342
23,"L2","visuell","audio/r1.wav",23,0,1.428231047
23,"L2","kontroll","audio/r9.wav",24,0,1.743410118
24,"L1","visuell","audio/n14.wav",1,0,1.661341572
24,"L1","visuell","audio/n16.wav",2,1,1.377531478
24,"L1","visuell","audio/n11.wav",3,0,18.21367703
24,"L1","kontroll","audio/n8.wav",4,0,5.152256838
24,"L1","visuospatial","audio/n22.wav",5,1,0.841624409
24,"L1","visuospatial","audio/n21.wav",6,0,2.095969093
24,"L1","kontroll","audio/n20.wav",7,0,1.678009902
24,"L1","visuospatial","audio/n4.wav",8,1,2.178443681
24,"L1","visuospatial","audio/n1.wav",9,1,1.010579598
24,"L1","kontroll","audio/n5.wav",10,1,1.812113265
24,"L1","kontroll","audio/n6.wav",11,1,3.681546187
24,"L1","kontroll","audio/n18.wav",12,0,2.328921367
24,"L1","visuell","audio/n10.wav",13,1,1.576914376
24,"L1","visuospatial","audio/n2.wav",14,1,7.688063596
24,"L1","visuell","audio/n12.wav",15,1,4.20045226
24,"L1","visuell","audio/n15.wav",16,1,3.448780044
24,"L1","visuospatial","audio/n23.wav",17,1,1.343608814
24,"L1","visuospatial","audio/n3.wav",18,0,3.147687587
24,"L1","kontroll","audio/n19.wav",19,1,4.284148909
24,"L1","visuell","audio/n13.wav",20,1,3.064696902
24,"L1","visuospatial","audio/n24.wav",21,1,8.225495045
24,"L1","kontroll","audio/n7.wav",22,0,11.21610234
24,"L1","visuell","audio/n9.wav",23,0,2.37895415
24,"L1","kontroll","audio/n17.wav",24,1,3.163752772
24,"L2","visuospatial","audio/r22.wav",1,0,2.379755382
24,"L2","visuell","audio/r7.wav",2,1,0.776561365
24,"L2","visuospatial","audio/r24.wav",3,1,0.976153649
24,"L2","visuospatial","audio/r18.wav",4,1,6.455469221
24,"L2","kontroll","audio/r13.wav",5,0,2.227770916
24,"L2","visuell","audio/r6.wav",6,1,2.094498842
24,"L2","visuell","audio/r4.wav",7,1,1.343295649
24,"L2","kontroll","audio/r14.wav",8,1,6.053473232
24,"L2","visuospatial","audio/r20.wav",9,1,4.280624484
24,"L2","kontroll","audio/r10.wav",10,1,1.360472256
24,"L2","visuell","audio/r8.wav",11,1,0.875934104
24,"L2","kontroll","audio/r12.wav",12,1,1.007198284
24,"L2","kontroll","audio/r11.wav",13,1,0.892349262
24,"L2","visuell","audio/r5.wav",14,0,5.40303198
24,"L2","kontroll","audio/r16.wav",15,1,0.875072136
24,"L2","visuell","audio/r2.wav",16,1,0.756756914
24,"L2","kontroll","audio/r9.wav",17,1,1.026851166
24,"L2","visuospatial","audio/r21.wav",18,1,1.428054214
24,"L2","visuospatial","audio/r17.wav",19,0,3.814602897
24,"L2","visuospatial","audio/r23.wav",20,1,1.894955454
24,"L2","visuell","audio/r3.wav",21,1,1.644036519
24,"L2","kontroll","audio/r15.wav",22,1,0.709773476
24,"L2","visuospatial","audio/r19.wav",23,0,1.310800577
24,"L2","visuell","audio/r1.wav",24,1,1.6443633
